Cell Name,Cluster
A11_P3_M68_L001,CD8_3
A11_P6_M68_L001,CD8_1
A12_P3_M68_L001,CD8_3
A12_P5_M68_L001,CD8_6
A1_P1_M68_L001,CD8_3
A2_P3_M68_L001,CD8_6
A3_P1_M68_L001,CD8_1
A3_P5_M68_L001,CD8_3
A3_P6_M68_L001,CD8_3
A4_P1_M68_L001,CD8_3
A4_P5_M68_L001,CD8_3
A4_P6_M68_L001,CD8_1
A5_P1_M68_L001,CD8_1
A5_P3_M68_L001,CD8_2
A5_P6_M68_L001,CD8_1
A6_P1_M68_L001,CD8_1
A6_P3_M68_L001,CD8_3
A6_P5_M68_L001,CD8_3
A7_P1_M68_L001,CD8_3
A8_P1_M68_L001,CD8_3
A8_P3_M68_L001,CD8_3
A9_P5_M68_L001,CD8_3
A9_P6_M68_L001,CD8_6
B10_P1_M68_L001,CD8_3
B10_P3_M68_L001,CD8_3
B10_P5_M68_L001,CD8_1
B10_P6_M68_L001,CD8_3
B11_P1_M68_L001,CD8_6
B11_P3_M68_L001,CD8_6
B11_P5_M68_L001,CD8_6
B12_P5_M68_L001,CD8_1
B1_P3_M68_L001,CD8_3
B1_P5_M68_L001,CD8_6
B2_P1_M68_L001,CD8_3
B2_P3_M68_L001,CD8_3
B3_P1_M68_L001,CD8_6
B3_P3_M68_L001,CD8_3
B3_P6_M68_L001,CD8_3
B4_P3_M68_L001,CD8_3
B4_P5_M68_L001,CD8_3
B5_P5_M68_L001,CD8_6
B6_P1_M68_L001,CD8_3
B6_P5_M68_L001,CD8_6
B8_P5_M68_L001,CD8_3
B9_P1_M68_L001,CD8_1
B9_P3_M68_L001,CD8_3
B9_P6_M68_L001,CD8_3
C10_P1_M68_L001,CD8_1
C10_P5_M68_L001,CD8_3
C10_P6_M68_L001,CD8_6
C11_P1_M68_L001,CD8_3
C11_P6_M68_L001,CD8_6
C12_P1_M68_L001,CD8_3
C12_P3_M68_L001,CD8_3
C12_P6_M68_L001,CD8_3
C1_P3_M68_L001,CD8_3
C1_P5_M68_L001,CD8_3
C1_P6_M68_L001,CD8_1
C2_P1_M68_L001,CD8_3
C2_P3_M68_L001,CD8_3
C4_P1_M68_L001,CD8_1
C4_P5_M68_L001,CD8_3
C5_P3_M68_L001,CD8_6
C5_P5_M68_L001,CD8_3
C6_P1_M68_L001,CD8_6
C6_P5_M68_L001,CD8_6
C6_P6_M68_L001,CD8_3
C7_P3_M68_L001,CD8_3
C7_P6_M68_L001,CD8_3
C8_P1_M68_L001,CD8_3
C8_P5_M68_L001,CD8_3
C9_P1_M68_L001,CD8_6
C9_P3_M68_L001,CD8_3
C9_P5_M68_L001,CD8_6
C9_P6_M68_L001,CD8_3
D10_P3_M68_L001,CD8_3
D10_P5_M68_L001,CD8_3
D11_P1_M68_L001,CD8_3
D12_P5_M68_L001,CD8_3
D12_P6_M68_L001,CD8_1
D1_P3_M68_L001,CD8_3
D1_P6_M68_L001,CD8_3
D2_P1_M68_L001,CD8_3
D2_P3_M68_L001,CD8_6
D2_P5_M68_L001,CD8_3
D2_P6_M68_L001,CD8_3
D3_P1_M68_L001,CD8_1
D3_P5_M68_L001,CD8_6
D4_P5_M68_L001,CD8_1
D4_P6_M68_L001,CD8_3
D5_P1_M68_L001,CD8_1
D5_P3_M68_L001,CD8_3
D5_P5_M68_L001,CD8_3
D5_P6_M68_L001,CD8_1
D6_P1_M68_L001,CD8_3
D6_P6_M68_L001,CD8_3
D7_P1_M68_L001,CD8_3
D7_P3_M68_L001,CD8_1
D7_P6_M68_L001,CD8_3
D8_P3_M68_L001,CD8_3
D8_P5_M68_L001,CD8_3
D8_P6_M68_L001,CD8_3
D9_P1_M68_L001,CD8_3
D9_P3_M68_L001,CD8_3
E10_P1_M68_L001,CD8_3
E10_P3_M68_L001,CD8_3
E10_P6_M68_L001,CD8_3
E11_P1_M68_L001,CD8_1
E11_P5_M68_L001,CD8_6
E12_P1_M68_L001,CD8_3
E12_P3_M68_L001,CD8_3
E12_P5_M68_L001,CD8_3
E12_P6_M68_L001,CD8_6
E1_P1_M68_L001,CD8_3
E1_P6_M68_L001,CD8_3
E2_P1_M68_L001,CD8_3
E2_P5_M68_L001,CD8_6
E2_P6_M68_L001,CD8_3
E3_P3_M68_L001,CD8_3
E3_P6_M68_L001,CD8_3
E4_P3_M68_L001,CD8_3
E4_P6_M68_L001,CD8_6
E5_P1_M68_L001,CD8_3
E5_P3_M68_L001,CD8_5
E6_P3_M68_L001,CD8_3
E7_P1_M68_L001,CD8_1
E7_P3_M68_L001,CD8_6
E7_P5_M68_L001,CD8_6
E7_P6_M68_L001,CD8_3
E8_P3_M68_L001,CD8_3
E8_P5_M68_L001,CD8_2
E8_P6_M68_L001,CD8_1
E9_P1_M68_L001,CD8_3
E9_P3_M68_L001,CD8_6
E9_P5_M68_L001,CD8_1
F10_P1_M68_L001,CD8_3
F10_P3_M68_L001,CD8_3
F10_P5_M68_L001,CD8_3
F10_P6_M68_L001,CD8_3
F11_P3_M68_L001,CD8_6
F11_P6_M68_L001,CD8_1
F12_P3_M68_L001,CD8_3
F12_P5_M68_L001,CD8_2
F12_P6_M68_L001,CD8_3
F1_P1_M68_L001,CD8_3
F2_P1_M68_L001,CD8_3
F2_P5_M68_L001,CD8_6
F4_P1_M68_L001,CD8_3
F4_P3_M68_L001,CD8_1
F4_P5_M68_L001,CD8_3
F4_P6_M68_L001,CD8_6
F5_P1_M68_L001,CD8_1
F5_P5_M68_L001,CD8_3
F5_P6_M68_L001,CD8_3
F6_P5_M68_L001,CD8_3
F6_P6_M68_L001,CD8_3
F7_P5_M68_L001,CD8_1
F7_P6_M68_L001,CD8_3
F8_P1_M68_L001,CD8_3
F8_P6_M68_L001,CD8_3
F9_P6_M68_L001,CD8_1
G10_P3_M68_L001,CD8_3
G11_P1_M68_L001,CD8_3
G11_P3_M68_L001,CD8_3
G11_P5_M68_L001,CD8_3
G11_P6_M68_L001,CD8_3
G12_P1_M68_L001,CD8_1
G12_P3_M68_L001,CD8_3
G12_P6_M68_L001,CD8_6
G1_P1_M68_L001,CD8_3
G1_P3_M68_L001,CD8_6
G1_P5_M68_L001,CD8_6
G3_P5_M68_L001,CD8_3
G3_P6_M68_L001,CD8_3
G4_P6_M68_L001,CD8_3
G5_P1_M68_L001,CD8_3
G5_P3_M68_L001,CD8_6
G5_P5_M68_L001,CD8_1
G5_P6_M68_L001,CD8_1
G6_P1_M68_L001,CD8_3
G6_P3_M68_L001,CD8_3
G6_P5_M68_L001,CD8_3
G6_P6_M68_L001,CD8_3
G7_P1_M68_L001,CD8_1
G7_P3_M68_L001,CD8_3
G7_P5_M68_L001,CD8_3
G7_P6_M68_L001,CD8_6
G8_P1_M68_L001,CD8_3
G8_P5_M68_L001,CD8_3
G8_P6_M68_L001,CD8_3
G9_P3_M68_L001,CD8_3
H10_P3_M68_L001,CD8_3
H10_P5_M68_L001,CD8_3
H11_P5_M68_L001,CD8_1
H12_P3_M68_L001,CD8_1
H12_P5_M68_L001,CD8_3
H1_P6_M68_L001,CD8_1
H2_P3_M68_L001,CD8_6
H2_P5_M68_L001,CD8_3
H3_P1_M68_L001,CD8_1
H3_P3_M68_L001,CD8_1
H3_P5_M68_L001,CD8_3
H4_P3_M68_L001,CD8_3
H4_P6_M68_L001,CD8_3
H5_P3_M68_L001,CD8_3
H5_P5_M68_L001,CD8_3
H6_P5_M68_L001,CD8_3
H6_P6_M68_L001,CD8_6
H7_P1_M68_L001,CD8_3
H8_P5_M68_L001,CD8_6
H8_P6_M68_L001,CD8_1
H9_P5_M68_L001,CD8_3
A10_P6_M82_L001,CD8_6
A10_P7_M82_L001,CD8_6
A10_P9_M82_L001,CD8_6
A11_P7_M82_L001,CD8_6
A12_P6_M82_L001,CD8_3
A12_P7_M82_L001,CD8_6
A1_P9_M82_L001,CD8_6
A2_P7_M82_L001,CD8_6
A2_P8_M82_L001,CD8_6
A3_P6_M82_L001,CD8_6
A3_P7_M82_L001,CD8_6
A3_P8_M82_L001,CD8_6
A4_P8_M82_L001,CD8_6
A5_P7_M82_L001,CD8_1
A5_P9_M82_L001,CD8_6
A6_P6_M82_L001,CD8_6
A6_P8_M82_L001,CD8_6
A7_P7_M82_L001,CD8_6
A7_P8_M82_L001,CD8_6
A7_P9_M82_L001,CD8_6
A8_P6_M82_L001,CD8_6
A8_P7_M82_L001,CD8_6
A9_P6_M82_L001,CD8_6
A9_P9_M82_L001,CD8_6
B10_P8_M82_L001,CD8_6
B11_P8_M82_L001,CD8_3
B12_P8_M82_L001,CD8_6
B12_P9_M82_L001,CD8_1
B2_P6_M82_L001,CD8_6
B2_P8_M82_L001,CD8_6
B3_P6_M82_L001,CD8_6
B3_P7_M82_L001,CD8_6
B3_P9_M82_L001,CD8_6
B5_P8_M82_L001,CD8_6
B5_P9_M82_L001,CD8_6
B6_P7_M82_L001,CD8_6
B6_P8_M82_L001,CD8_6
B6_P9_M82_L001,CD8_6
B7_P6_M82_L001,CD8_6
B8_P9_M82_L001,CD8_3
B9_P6_M82_L001,CD8_6
B9_P7_M82_L001,CD8_6
B9_P9_M82_L001,CD8_6
C10_P6_M82_L001,CD8_6
C10_P8_M82_L001,CD8_6
C11_P6_M82_L001,CD8_6
C11_P7_M82_L001,CD8_6
C12_P6_M82_L001,CD8_6
C12_P8_M82_L001,CD8_6
C1_P7_M82_L001,CD8_3
C1_P8_M82_L001,CD8_6
C1_P9_M82_L001,CD8_6
C2_P6_M82_L001,CD8_6
C2_P7_M82_L001,CD8_6
C2_P9_M82_L001,CD8_6
C3_P7_M82_L001,CD8_3
C3_P8_M82_L001,CD8_6
C4_P9_M82_L001,CD8_6
C5_P6_M82_L001,CD8_6
C5_P7_M82_L001,CD8_6
C5_P8_M82_L001,CD8_6
C5_P9_M82_L001,CD8_6
C6_P6_M82_L001,CD8_6
C6_P8_M82_L001,CD8_3
C6_P9_M82_L001,CD8_6
C7_P6_M82_L001,CD8_6
C7_P7_M82_L001,CD8_6
C8_P6_M82_L001,CD8_6
C8_P9_M82_L001,CD8_6
C9_P7_M82_L001,CD8_6
C9_P9_M82_L001,CD8_6
D10_P6_M82_L001,CD8_6
D10_P7_M82_L001,CD8_3
D11_P7_M82_L001,CD8_6
D11_P8_M82_L001,CD8_6
D12_P6_M82_L001,CD8_6
D12_P9_M82_L001,CD8_6
D1_P6_M82_L001,CD8_6
D1_P7_M82_L001,CD8_3
D2_P6_M82_L001,CD8_6
D2_P7_M82_L001,CD8_6
D2_P8_M82_L001,CD8_6
D2_P9_M82_L001,CD8_6
D3_P8_M82_L001,CD8_6
D3_P9_M82_L001,CD8_6
D5_P9_M82_L001,CD8_6
D6_P9_M82_L001,CD8_6
D7_P6_M82_L001,CD8_6
D7_P8_M82_L001,CD8_6
D8_P6_M82_L001,CD8_6
D8_P7_M82_L001,CD8_6
D8_P9_M82_L001,CD8_6
D9_P9_M82_L001,CD8_6
E10_P6_M82_L001,CD8_6
E10_P8_M82_L001,CD8_6
E10_P9_M82_L001,CD8_6
E11_P7_M82_L001,CD8_6
E11_P9_M82_L001,CD8_6
E12_P8_M82_L001,CD8_6
E1_P6_M82_L001,CD8_6
E2_P9_M82_L001,CD8_6
E3_P7_M82_L001,CD8_3
E3_P9_M82_L001,CD8_6
E4_P6_M82_L001,CD8_6
E4_P7_M82_L001,CD8_6
E4_P8_M82_L001,CD8_6
E4_P9_M82_L001,CD8_3
E5_P7_M82_L001,CD8_6
E5_P8_M82_L001,CD8_3
E5_P9_M82_L001,CD8_6
E6_P6_M82_L001,CD8_6
E6_P7_M82_L001,CD8_6
E6_P9_M82_L001,CD8_6
E7_P6_M82_L001,CD8_6
E7_P8_M82_L001,CD8_6
E7_P9_M82_L001,CD8_6
E8_P8_M82_L001,CD8_6
E8_P9_M82_L001,CD8_3
E9_P9_M82_L001,CD8_6
F10_P8_M82_L001,CD8_3
F10_P9_M82_L001,CD8_6
F11_P6_M82_L001,CD8_6
F11_P8_M82_L001,CD8_6
F12_P8_M82_L001,CD8_6
F1_P6_M82_L001,CD8_6
F1_P7_M82_L001,CD8_6
F1_P8_M82_L001,CD8_6
F2_P7_M82_L001,CD8_6
F3_P9_M82_L001,CD8_6
F5_P8_M82_L001,CD8_6
F6_P6_M82_L001,CD8_6
F6_P8_M82_L001,CD8_6
F6_P9_M82_L001,CD8_6
F8_P8_M82_L001,CD8_6
F8_P9_M82_L001,CD8_6
F9_P7_M82_L001,CD8_3
F9_P8_M82_L001,CD8_6
G10_P6_M82_L001,CD8_6
G10_P8_M82_L001,CD8_6
G10_P9_M82_L001,CD8_6
G11_P8_M82_L001,CD8_3
G11_P9_M82_L001,CD8_6
G12_P6_M82_L001,CD8_6
G12_P7_M82_L001,CD8_6
G1_P7_M82_L001,CD8_6
G1_P8_M82_L001,CD8_6
G1_P9_M82_L001,CD8_6
G2_P8_M82_L001,CD8_6
G2_P9_M82_L001,CD8_6
G5_P7_M82_L001,CD8_6
G5_P9_M82_L001,CD8_6
G6_P6_M82_L001,CD8_6
G6_P8_M82_L001,CD8_6
G6_P9_M82_L001,CD8_6
G7_P6_M82_L001,CD8_6
G7_P9_M82_L001,CD8_6
G8_P9_M82_L001,CD8_6
G9_P6_M82_L001,CD8_6
G9_P9_M82_L001,CD8_6
H10_P6_M82_L001,CD8_6
H10_P7_M82_L001,CD8_6
H11_P7_M82_L001,CD8_6
H12_P6_M82_L001,CD8_3
H1_P7_M82_L001,CD8_6
H1_P8_M82_L001,CD8_6
H3_P9_M82_L001,CD8_6
H4_P8_M82_L001,CD8_6
H5_P9_M82_L001,CD8_6
H6_P7_M82_L001,CD8_6
H7_P6_M82_L001,CD8_6
H7_P7_M82_L001,CD8_6
H8_P7_M82_L001,CD8_3
H9_P7_M82_L001,CD8_6
H9_P9_M82_L001,CD8_3
A10_P1_M24_L001,CD8_5
A10_P3_M24_L001,CD8_2
A10_P4_M24_L001,CD8_2
A11_P3_M24_L001,CD8_4
A2_P2_M24_L001,CD8_5
A2_P3_M24_L001,CD8_4
A2_P4_M24_L001,CD8_5
A3_P2_M24_L001,CD8_5
A4_P2_M24_L001,CD8_3
A5_P1_M24_L001,CD8_2
A6_P1_M24_L001,CD8_5
A6_P2_M24_L001,CD8_2
A7_P1_M24_L001,CD8_5
A7_P4_M24_L001,CD8_4
A8_P1_M24_L001,CD8_5
A8_P2_M24_L001,CD8_2
A8_P4_M24_L001,CD8_2
A9_P3_M24_L001,CD8_5
B10_P2_M24_L001,CD8_5
B10_P3_M24_L001,CD8_2
B10_P4_M24_L001,CD8_5
B11_P1_M24_L001,CD8_5
B12_P1_M24_L001,CD8_2
B12_P2_M24_L001,CD8_5
B12_P3_M24_L001,CD8_4
B12_P4_M24_L001,CD8_5
B1_P1_M24_L001,CD8_5
B2_P2_M24_L001,CD8_4
B2_P3_M24_L001,CD8_4
B3_P1_M24_L001,CD8_4
B4_P1_M24_L001,CD8_5
B4_P2_M24_L001,CD8_5
B5_P3_M24_L001,CD8_3
B5_P4_M24_L001,CD8_5
B6_P4_M24_L001,CD8_5
B7_P2_M24_L001,CD8_5
B7_P3_M24_L001,CD8_2
B8_P3_M24_L001,CD8_5
B9_P4_M24_L001,CD8_1
C10_P1_M24_L001,CD8_5
C10_P3_M24_L001,CD8_5
C11_P1_M24_L001,CD8_4
C1_P3_M24_L001,CD8_5
C2_P3_M24_L001,CD8_6
C3_P1_M24_L001,CD8_2
C3_P3_M24_L001,CD8_5
C4_P3_M24_L001,CD8_5
C5_P1_M24_L001,CD8_5
C6_P1_M24_L001,CD8_4
C6_P3_M24_L001,CD8_4
C6_P4_M24_L001,CD8_5
C7_P3_M24_L001,CD8_2
C7_P4_M24_L001,CD8_2
C8_P4_M24_L001,CD8_5
C9_P2_M24_L001,CD8_3
D10_P1_M24_L001,CD8_5
D11_P1_M24_L001,CD8_3
D11_P4_M24_L001,CD8_4
D12_P1_M24_L001,CD8_2
D1_P1_M24_L001,CD8_4
D1_P2_M24_L001,CD8_5
D2_P1_M24_L001,CD8_5
D2_P2_M24_L001,CD8_5
D3_P1_M24_L001,CD8_5
D3_P3_M24_L001,CD8_5
D4_P2_M24_L001,CD8_5
D5_P1_M24_L001,CD8_2
D5_P3_M24_L001,CD8_5
D6_P1_M24_L001,CD8_2
D6_P2_M24_L001,CD8_4
D6_P3_M24_L001,CD8_6
D7_P3_M24_L001,CD8_4
D7_P4_M24_L001,CD8_4
D8_P1_M24_L001,CD8_4
D8_P3_M24_L001,CD8_4
D9_P2_M24_L001,CD8_5
E10_P1_M24_L001,CD8_1
E10_P3_M24_L001,CD8_5
E10_P4_M24_L001,CD8_5
E11_P1_M24_L001,CD8_4
E11_P2_M24_L001,CD8_2
E11_P3_M24_L001,CD8_5
E12_P1_M24_L001,CD8_4
E12_P3_M24_L001,CD8_6
E1_P1_M24_L001,CD8_5
E1_P3_M24_L001,CD8_5
E2_P3_M24_L001,CD8_4
E2_P4_M24_L001,CD8_3
E3_P2_M24_L001,CD8_5
E4_P1_M24_L001,CD8_5
E4_P2_M24_L001,CD8_5
E4_P4_M24_L001,CD8_2
E5_P4_M24_L001,CD8_2
E6_P2_M24_L001,CD8_3
E7_P3_M24_L001,CD8_5
E8_P3_M24_L001,CD8_5
E9_P2_M24_L001,CD8_5
E9_P3_M24_L001,CD8_4
E9_P4_M24_L001,CD8_5
F10_P2_M24_L001,CD8_3
F11_P3_M24_L001,CD8_5
F12_P1_M24_L001,CD8_2
F1_P4_M24_L001,CD8_5
F2_P3_M24_L001,CD8_3
F3_P2_M24_L001,CD8_2
F3_P4_M24_L001,CD8_5
F4_P1_M24_L001,CD8_3
F4_P2_M24_L001,CD8_4
F4_P3_M24_L001,CD8_5
F4_P4_M24_L001,CD8_2
F5_P1_M24_L001,CD8_5
F5_P4_M24_L001,CD8_2
F6_P1_M24_L001,CD8_2
F6_P2_M24_L001,CD8_4
F6_P3_M24_L001,CD8_5
F7_P3_M24_L001,CD8_4
F8_P2_M24_L001,CD8_3
F8_P4_M24_L001,CD8_4
F9_P2_M24_L001,CD8_3
F9_P4_M24_L001,CD8_5
G10_P1_M24_L001,CD8_6
G10_P4_M24_L001,CD8_4
G11_P3_M24_L001,CD8_4
G12_P3_M24_L001,CD8_2
G12_P4_M24_L001,CD8_1
G1_P1_M24_L001,CD8_3
G1_P2_M24_L001,CD8_5
G1_P4_M24_L001,CD8_3
G2_P2_M24_L001,CD8_4
G3_P1_M24_L001,CD8_2
G3_P2_M24_L001,CD8_3
G4_P1_M24_L001,CD8_5
G5_P2_M24_L001,CD8_4
G5_P3_M24_L001,CD8_2
G5_P4_M24_L001,CD8_4
G6_P1_M24_L001,CD8_5
G6_P2_M24_L001,CD8_5
G6_P4_M24_L001,CD8_2
G7_P2_M24_L001,CD8_2
G7_P4_M24_L001,CD8_4
G8_P3_M24_L001,CD8_4
G9_P1_M24_L001,CD8_4
H10_P1_M24_L001,CD8_4
H10_P3_M24_L001,CD8_4
H10_P4_M24_L001,CD8_4
H2_P1_M24_L001,CD8_6
H2_P2_M24_L001,CD8_5
H3_P1_M24_L001,CD8_3
H4_P1_M24_L001,CD8_4
H4_P3_M24_L001,CD8_2
H5_P3_M24_L001,CD8_4
H6_P4_M24_L001,CD8_3
H7_P1_M24_L001,CD8_2
H7_P2_M24_L001,CD8_4
H7_P4_M24_L001,CD8_4
H8_P3_M24_L001,CD8_4
H9_P2_M24_L001,CD8_2
A10_P1_M29_L001,CD8_1
A11_P4_M29_L001,CD8_4
A1_P1_M29_L001,CD8_4
A2_P2_M29_L001,CD8_3
A3_P1_M29_L001,CD8_4
A3_P2_M29_L001,CD8_6
A6_P2_M29_L001,CD8_6
A7_P5_M29_L001,CD8_4
A8_P5_M29_L001,CD8_4
B10_P2_M29_L001,CD8_4
B11_P2_M29_L001,CD8_4
B12_P1_M29_L001,CD8_2
B12_P2_M29_L001,CD8_4
B5_P2_M29_L001,CD8_4
C12_P4_M29_L001,CD8_4
C3_P2_M29_L001,CD8_4
C5_P2_M29_L001,CD8_4
C5_P4_M29_L001,CD8_4
C7_P4_M29_L001,CD8_4
D10_P4_M29_L001,CD8_4
D1_P5_M29_L001,CD8_4
D2_P2_M29_L001,CD8_4
D2_P4_M29_L001,CD8_4
D3_P4_M29_L001,CD8_1
D3_P5_M29_L001,CD8_4
E1_P1_M29_L001,CD8_4
E1_P5_M29_L001,CD8_4
E2_P2_M29_L001,CD8_4
E2_P5_M29_L001,CD8_4
E3_P1_M29_L001,CD8_4
E3_P2_M29_L001,CD8_4
E4_P1_M29_L001,CD8_4
E5_P5_M29_L001,CD8_4
E6_P1_M29_L001,CD8_6
E8_P1_M29_L001,CD8_4
E9_P4_M29_L001,CD8_4
F12_P4_M29_L001,CD8_4
F12_P5_M29_L001,CD8_4
F1_P1_M29_L001,CD8_2
F2_P1_M29_L001,CD8_4
F5_P1_M29_L001,CD8_4
F8_P1_M29_L001,CD8_4
G3_P1_M29_L001,CD8_4
G3_P4_M29_L001,CD8_4
G5_P5_M29_L001,CD8_2
G9_P4_M29_L001,CD8_5
H12_P4_M29_L001,CD8_1
H12_P5_M29_L001,CD8_4
H1_P2_M29_L001,CD8_4
H1_P5_M29_L001,CD8_1
H8_P5_M29_L001,CD8_4
H9_P1_M29_L001,CD8_4
H9_P4_M29_L001,CD8_4
A10_P1_M91_L001,CD8_3
A11_P4_M91_L001,CD8_3
A11_P5_M91_L001,CD8_3
A12_P3_M91_L001,CD8_1
A12_P5_M91_L001,CD8_3
A2_P3_M91_L001,CD8_3
A2_P4_M91_L001,CD8_3
A3_P1_M91_L001,CD8_1
A3_P3_M91_L001,CD8_3
A3_P5_M91_L001,CD8_5
A4_P1_M91_L001,CD8_3
A4_P5_M91_L001,CD8_3
A5_P1_M91_L001,CD8_3
A5_P3_M91_L001,CD8_3
A6_P1_M91_L001,CD8_6
A6_P4_M91_L001,CD8_1
A6_P5_M91_L001,CD8_6
A7_P1_M91_L001,CD8_3
A7_P3_M91_L001,CD8_3
A8_P1_M91_L001,CD8_1
A8_P3_M91_L001,CD8_3
A8_P4_M91_L001,CD8_3
A8_P5_M91_L001,CD8_3
A9_P1_M91_L001,CD8_3
A9_P4_M91_L001,CD8_3
B10_P1_M91_L001,CD8_3
B10_P4_M91_L001,CD8_3
B10_P5_M91_L001,CD8_3
B11_P4_M91_L001,CD8_3
B11_P5_M91_L001,CD8_3
B12_P1_M91_L001,CD8_3
B12_P3_M91_L001,CD8_3
B12_P4_M91_L001,CD8_3
B1_P1_M91_L001,CD8_3
B1_P4_M91_L001,CD8_6
B1_P5_M91_L001,CD8_3
B2_P1_M91_L001,CD8_3
B2_P3_M91_L001,CD8_3
B2_P4_M91_L001,CD8_3
B2_P5_M91_L001,CD8_6
B3_P1_M91_L001,CD8_1
B3_P3_M91_L001,CD8_1
B4_P1_M91_L001,CD8_3
B4_P3_M91_L001,CD8_3
B4_P5_M91_L001,CD8_3
B5_P1_M91_L001,CD8_3
B5_P4_M91_L001,CD8_6
B5_P5_M91_L001,CD8_6
B6_P3_M91_L001,CD8_3
B7_P1_M91_L001,CD8_3
B7_P3_M91_L001,CD8_3
B8_P1_M91_L001,CD8_3
B8_P4_M91_L001,CD8_3
B9_P1_M91_L001,CD8_5
B9_P3_M91_L001,CD8_3
B9_P4_M91_L001,CD8_3
B9_P5_M91_L001,CD8_3
C10_P3_M91_L001,CD8_3
C11_P1_M91_L001,CD8_3
C11_P4_M91_L001,CD8_1
C11_P5_M91_L001,CD8_3
C1_P5_M91_L001,CD8_3
C2_P1_M91_L001,CD8_3
C2_P3_M91_L001,CD8_3
C2_P4_M91_L001,CD8_3
C3_P1_M91_L001,CD8_3
C3_P4_M91_L001,CD8_3
C3_P5_M91_L001,CD8_3
C4_P4_M91_L001,CD8_3
C4_P5_M91_L001,CD8_3
C5_P1_M91_L001,CD8_3
C5_P5_M91_L001,CD8_3
C6_P1_M91_L001,CD8_3
C6_P3_M91_L001,CD8_1
C6_P4_M91_L001,CD8_3
C6_P5_M91_L001,CD8_6
C7_P1_M91_L001,CD8_3
C7_P4_M91_L001,CD8_6
C7_P5_M91_L001,CD8_3
C8_P5_M91_L001,CD8_3
C9_P1_M91_L001,CD8_3
C9_P4_M91_L001,CD8_1
C9_P5_M91_L001,CD8_6
D10_P1_M91_L001,CD8_3
D10_P4_M91_L001,CD8_3
D12_P1_M91_L001,CD8_3
D12_P3_M91_L001,CD8_3
D12_P4_M91_L001,CD8_1
D1_P1_M91_L001,CD8_3
D1_P3_M91_L001,CD8_6
D1_P4_M91_L001,CD8_3
D1_P5_M91_L001,CD8_3
D2_P4_M91_L001,CD8_3
D3_P1_M91_L001,CD8_6
D3_P3_M91_L001,CD8_3
D3_P4_M91_L001,CD8_3
D3_P5_M91_L001,CD8_3
D4_P4_M91_L001,CD8_3
D4_P5_M91_L001,CD8_3
D5_P1_M91_L001,CD8_3
D6_P3_M91_L001,CD8_3
D6_P4_M91_L001,CD8_3
D7_P5_M91_L001,CD8_3
D8_P1_M91_L001,CD8_3
D8_P3_M91_L001,CD8_3
D8_P4_M91_L001,CD8_6
D9_P1_M91_L001,CD8_1
D9_P3_M91_L001,CD8_3
D9_P4_M91_L001,CD8_3
E10_P1_M91_L001,CD8_3
E10_P5_M91_L001,CD8_3
E11_P4_M91_L001,CD8_3
E12_P1_M91_L001,CD8_3
E1_P1_M91_L001,CD8_3
E1_P4_M91_L001,CD8_3
E1_P5_M91_L001,CD8_3
E2_P1_M91_L001,CD8_6
E2_P3_M91_L001,CD8_3
E2_P5_M91_L001,CD8_2
E3_P1_M91_L001,CD8_3
E4_P1_M91_L001,CD8_3
E4_P3_M91_L001,CD8_3
E4_P4_M91_L001,CD8_6
E5_P3_M91_L001,CD8_3
E5_P4_M91_L001,CD8_3
E5_P5_M91_L001,CD8_3
E6_P1_M91_L001,CD8_1
E6_P5_M91_L001,CD8_3
E7_P3_M91_L001,CD8_3
E7_P4_M91_L001,CD8_3
E8_P3_M91_L001,CD8_3
E9_P1_M91_L001,CD8_3
E9_P4_M91_L001,CD8_3
E9_P5_M91_L001,CD8_3
F10_P1_M91_L001,CD8_3
F10_P4_M91_L001,CD8_3
F11_P1_M91_L001,CD8_3
F11_P4_M91_L001,CD8_3
F12_P5_M91_L001,CD8_3
F1_P1_M91_L001,CD8_6
F1_P4_M91_L001,CD8_3
F2_P3_M91_L001,CD8_1
F3_P1_M91_L001,CD8_3
F3_P4_M91_L001,CD8_3
F4_P3_M91_L001,CD8_3
F4_P5_M91_L001,CD8_3
F5_P1_M91_L001,CD8_6
F5_P4_M91_L001,CD8_3
F6_P1_M91_L001,CD8_6
F6_P5_M91_L001,CD8_6
F7_P5_M91_L001,CD8_3
F8_P1_M91_L001,CD8_3
F8_P3_M91_L001,CD8_6
F8_P5_M91_L001,CD8_1
F9_P3_M91_L001,CD8_1
F9_P4_M91_L001,CD8_3
G10_P5_M91_L001,CD8_3
G11_P1_M91_L001,CD8_3
G11_P3_M91_L001,CD8_3
G11_P4_M91_L001,CD8_3
G11_P5_M91_L001,CD8_6
G12_P1_M91_L001,CD8_3
G12_P5_M91_L001,CD8_3
G1_P1_M91_L001,CD8_3
G2_P1_M91_L001,CD8_6
G2_P3_M91_L001,CD8_6
G3_P4_M91_L001,CD8_3
G3_P5_M91_L001,CD8_3
G4_P1_M91_L001,CD8_3
G4_P3_M91_L001,CD8_3
G5_P1_M91_L001,CD8_3
G5_P3_M91_L001,CD8_3
G6_P3_M91_L001,CD8_3
G6_P4_M91_L001,CD8_3
G7_P3_M91_L001,CD8_3
G7_P4_M91_L001,CD8_3
G7_P5_M91_L001,CD8_1
G8_P3_M91_L001,CD8_3
G9_P3_M91_L001,CD8_6
G9_P4_M91_L001,CD8_3
G9_P5_M91_L001,CD8_3
